TrialType,CondType,Lag,T1_PA,T2_PA,T1Loc,T2Loc,PreDistractor,PostDistractor,TotalImg,cueWord,T1cue,StimLength,isi,PicFolder,Img1,Img2,Img3,Img4,Img5,Img6,Img7,Img8,Img9,Img10,Img11,Img12,Img13,Img14,Img15,Img16,Img17,T1_Identity,Distractor1,Distractor2,Distractor3,Distractor4,Distractor5,Distractor6,Distractor7,Distractor8,Distractor9,Distractor10,Distractor11,Distractor12,Distractor13,Distractor14,Distractor15,Distractor16,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,error1,error2,error3,error4,error5,error6,error7,error8,error9,error10,error11,error12,error13,error14,text_1.started,text_1.stopped,Fixation_Cross.started,Fixation_Cross.stopped,Rapid_Image_Present.started,Rapid_Image_Present.stopped,T1Response.started,T1Response.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,T2Response.started,T2Response.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,error15,error16,error17,error18,error19,error20,error21,error22,error23,error24,participant,session,date,expName,psychopyVersion,frameRate,
AB,Lag1_T1P_T2A,1,P,A,8,9,7,5,14,Sausage,Did you see the Sausage?,0.2,0.016,JPG\,pencil01,broccoli01a,button01,sponge01,watermelon01,lipstick02a,comb02a,sausage,lighter01,sock01a,spoon01,blueberry01,belt02a,onion,None,None,None,sausage,pencil01,broccoli01a,button01,sponge01,watermelon01,lipstick02a,comb02a,fan,lighter01,sock01a,spoon01,blueberry01,belt02a,onion,grape01,avocado01,0,124,124,266,,,,,,,,,,,,,,,,,,,,,457.2072446999955,458.20750370000314,458.19089699999313,458.7942280999996,458.7942280999996,None,459.8942626999924,None,right,0.4877723999961745,459.8942626999924,None,460.4073047999991,None,left,0.08951210000668652,460.4073047999991,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2A,1,P,A,5,6,4,4,10,eagle,Did you see the eagle?,0.2,0.016,JPG\,ruler05,belt02a,rice,screwdriver04b,eagle,apple07,candle08b,pear01,feather03a,match,None,None,None,None,None,None,None,eagle,ruler05,belt02a,rice,screwdriver04b,candle01,apple07,candle08b,pear01,feather03a,match,thermometer02b,printer02,lemon02,violin,medal02b,pineapple01a,0,125,125,295,,,,,,,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,,460.5291201999935,461.54074519999267,461.52422359999036,462.041495700003,462.041495700003,None,463.0815134000004,None,right,0.5955556000117213,463.0815134000004,None,463.7072354999982,None,left,0.04377460000978317,463.7072354999982,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,4,12,zipper,Did you see the zipper?,0.2,0.016,JPG\,sandal,fan,printer02,cellphone,mushroom01,candle08b,zipper,blender,lamp04a,hammer01,teabag,stapler03a,None,None,None,None,None,zipper,sandal,fan,printer02,cellphone,mushroom01,candle08b,lipstick02a,celery,lamp04a,hammer01,teabag,stapler03a,globe,computerkeyboard02,comb02a,screw02,0,126,126,6,,,,,,,,,,,,,,,,,,,,,463.78150050000113,464.7907090999943,464.7742758999957,465.38529199999175,465.38529199999175,None,466.3981725999911,None,right,0.8154759999888483,466.3981725999911,None,467.2404712999996,None,left,0.04997900000307709,467.2404712999996,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,8,13,7,4,17,flower,Did you see the flower?,0.2,0.016,JPG\,tomato01,pen04b,shirt02,carrot01,lamp04a,key01,pizza,flower01,sewingmachine01a,apple07,iron01b,book01b,blender,sock01a,candle01,broom01,0,flower01,tomato01,pen04b,shirt02,carrot01,lamp04a,key01,pizza,avocado01,sewingmachine01a,apple07,iron01b,book01b,chain01,sock01a,candle01,broom01,0,127,127,219,,,,,,,,,,,,,,,,,,,,,467.3398424999905,468.3406168999936,468.3406168999936,468.96593979999307,468.96593979999307,None,470.06824829999823,None,right,0.6243661000044085,470.06824829999823,None,470.72396899999876,None,left,0.04945150000276044,470.72396899999876,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,4,13,dart board,Did you see the dart board?,0.2,0.016,JPG\,rice,watermelon01,tableknife02,scarf,computerkeyboard02,cauliflower01,battery02b,dartboard,blender,sandal,sponge01,microscope,tomato01,None,None,None,None,dartboard,rice,watermelon01,tableknife02,scarf,computerkeyboard02,cauliflower01,battery02b,binoculars01b,book01b,sandal,sponge01,microscope,tomato01,fork03c,thermometer02b,apple07,0,128,128,80,,,,,,,,,,,,,,,,,,,,,470.7962373999908,471.8072516999964,471.79074139999284,472.3937311999907,472.3937311999907,None,473.3939420999959,None,right,0.6603852000116603,473.3939420999959,None,474.07396579999477,None,left,0.08293839999532793,474.07396579999477,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,3,9,mail box,Did you see the mail box?,0.2,0.016,JPG\,watermelon01,banana01,ring01,pencil01,mailbox02,blender,cucumber,thermometer02b,key01,None,None,None,None,None,None,None,None,mailbox02,watermelon01,banana01,ring01,pencil01,tomato01,speaker04,cucumber,thermometer02b,key01,condom,violin,spoon01,clock04,dice05a,pen04b,mushroom01,0,129,129,21,,,,,,,,,,,,,,,,,,,,,474.1736336000031,475.1736920999974,475.15706990000035,475.7793762999936,475.7793762999936,None,476.7750812000013,None,right,0.8786269000120228,476.7750812000013,None,477.6739598999993,None,left,0.060417000015149824,477.6739598999993,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,7,12,6,5,17,flower,Did you see the flower?,0.2,0.016,JPG\,leaf02a,pear01,measuringcup01,cigarette,fan,lemon02,lily,tableknife02,ring01,pencil01,cellphone,blender,carrot01,binoculars01b,sock01a,book01b,0,lily,leaf02a,pear01,measuringcup01,cigarette,fan,lemon02,teabag,tableknife02,ring01,pencil01,cellphone,bagel,carrot01,binoculars01b,sock01a,book01b,0,130,130,181,,,,,,,,,,,,,,,,,,,,,477.82166499999585,478.8238469999924,478.80714029999217,479.4335279999941,479.4335279999941,None,480.4961492000002,None,right,0.8299666000093566,480.4961492000002,None,481.35700639999413,None,left,0.06625060000806116,481.35700639999413,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,5,11,golf ball,Did you see the golf ball?,0.2,0.016,JPG\,condom,cigarette,pen04b,bowl02a,golfball,blender,binoculars01b,chain01,potato02b,cauliflower01,paintbrush01,None,None,None,None,None,None,golfball,condom,cigarette,pen04b,bowl02a,hammer01,rice,binoculars01b,chain01,potato02b,cauliflower01,paintbrush01,ashtray01,scarf,cellphone,calculator01,leaf02a,0,131,131,13,,,,,,,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,,,,,481.4437304000021,482.4571391999925,482.4405933999951,483.0534437000024,483.0534437000024,None,484.0569245999941,None,right,0.5844697000138694,484.0569245999941,None,484.67341679999663,None,left,0.071665600000415,484.67341679999663,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,8,9,7,3,12,None,Did you see the ?,0.2,0.016,JPG\,toaster01,garlic01a,stapler03a,fan,comb02a,apple07,orange,watch02a,blender,blueberry01,toiletpaper01a,fork03c,None,None,None,None,None,None,toaster01,garlic01a,stapler03a,fan,comb02a,apple07,orange,watch02a,onion,blueberry01,toiletpaper01a,fork03c,bagel,pineapple01a,scarf,eraser,0,132,132,392,,,,,,,,,,,,,,,,,,,,,484.77349959999265,485.7738309999986,485.75720680000086,486.3824769999919,486.3824769999919,None,487.4617897999997,None,right,0.8242937000031816,487.4617897999997,None,488.3067669000011,None,left,0.0700652999948943,488.3067669000011,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2A,5,A,A,7,12,6,4,16,None,Did you see the ?,0.2,0.016,JPG\,broom01,globe,cellphone,tableknife02,cauliflower01,scissors01,ring01,umbrella04,rice,toaster01,cigarette,grape01,microscope,cucumber,lamp04a,brick,None,None,broom01,globe,cellphone,tableknife02,cauliflower01,scissors01,ring01,umbrella04,rice,toaster01,cigarette,grape01,microscope,cucumber,lamp04a,brick,0,133,133,465,,,,,,,,,,,,,,,,,,,,,488.4127293999918,489.42369809999946,489.4070512000035,490.0146851000027,490.0146851000027,None,491.082405299996,None,right,0.8499674000049708,491.082405299996,None,491.9568317999947,None,left,0.06132619999698363,491.9568317999947,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,6,11,5,5,16,keys,Did you see the keys?,0.2,0.016,JPG\,toiletpaper01a,mushroom01,medal02b,sandal,rice,key07,feather03a,pizza,candle08b,garlic01a,blender,belt02a,cigarette,violin,lemon02,fork03c,None,key07,toiletpaper01a,mushroom01,medal02b,sandal,rice,cd,feather03a,pizza,candle08b,garlic01a,toaster01,belt02a,cigarette,violin,lemon02,fork03c,0,134,134,172,,,,,,,resources\JPG\key07.jpg,resources\JPG\key07.jpg,resources\JPG\key07.jpg,resources\JPG\key07.jpg,resources\JPG\key07.jpg,resources\JPG\key07.jpg,resources\JPG\key07.jpg,resources\JPG\key07.jpg,,,,,,,492.0401605999941,493.040276899992,493.040276899992,493.658648800003,493.658648800003,None,494.673504099992,None,right,0.6544883000024129,494.673504099992,None,495.35673240000324,None,left,0.05019330000504851,495.35673240000324,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2A,1,P,A,6,7,5,4,11,bird,Did you see the bird?,0.2,0.016,JPG\,condom,candy,envelope03a,microscope,pencil01,cedarwaxwing,scissors01,watermelon01,grape01,staples,pineapple01a,None,None,None,None,None,None,cedarwaxwing,condom,candy,envelope03a,microscope,pencil01,leaf02a,scissors01,watermelon01,grape01,staples,pineapple01a,hammer01,celery,thermometer02b,ring01,sewingmachine01a,0,135,135,273,,,,,,,,,,,,,,,,,,,,,495.4240121000039,496.42336819999036,496.4066512999998,497.0245101999899,497.0245101999899,None,498.15907389999484,499.1733330999996,right,1.026995000007446,498.15907389999484,None,499.20664289999695,None,left,0.05303450000064913,499.20664289999695,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,3,13,Sushi,Did you see the Sushi?,0.2,0.016,JPG\,carrot01,greenolive,fork03c,chain01,makiroll,watermelon01,tableknife02,printer02,comb02a,blender,orange,rice,fan,None,None,None,None,makiroll,carrot01,greenolive,fork03c,chain01,ashtray01,watermelon01,tableknife02,printer02,comb02a,toaster01,orange,rice,fan,potato02b,feather03a,pencil01,0,136,136,182,,,,,,,,,,,,,,,,,,,,,499.2899694999942,500.2899441999907,500.27453100000275,501.0040424000035,500.89296789999935,None,501.9863553000032,None,right,0.6557007000083104,501.9863553000032,None,502.67338670000026,None,left,0.07551450000028126,502.67338670000026,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,3,10,microphone,Did you see the microphone?,0.2,0.016,JPG\,candle01,shirt02,brick,orange,greenolive,microphone01,blender,thermometer02b,book01b,toiletpaper01a,None,None,None,None,None,None,None,microphone01,candle01,shirt02,brick,orange,greenolive,toothbrush03b,pizza,thermometer02b,book01b,toiletpaper01a,sewingmachine01a,toaster01,candy,bagel,potato02b,plate01b,0,137,137,111,,,,,,,,,,,,,,,,,,,,,502.7732665999938,503.7732385999989,503.7732385999989,504.37138609999965,504.37138609999965,None,505.3738272999908,None,right,0.6778736999985995,505.3738272999908,None,506.0732447999908,None,left,0.06646129999717232,506.0732447999908,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,6,11,5,5,16,scooter,Did you see the scooter?,0.2,0.016,JPG\,thermometer02b,candle08b,comb02a,toothbrush03b,brick,scooter,key01,pineapple01a,candy,bowl02a,blender,stapler03a,teabag,medal02b,balloon01b,banana01,None,scooter,thermometer02b,candle08b,comb02a,toothbrush03b,brick,computerkeyboard02,key01,pineapple01a,candy,bowl02a,clock04,stapler03a,teabag,medal02b,balloon01b,banana01,0,138,138,165,,,,,,,,,,,,,,,,,,,,,506.16335249999247,507.1732187000016,507.14005079999333,507.7502177999995,507.7502177999995,None,508.8023966999899,None,right,0.582853999992949,508.8023966999899,None,509.40668139999616,None,left,0.08708270000352059,509.40668139999616,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2A,1,A,A,6,7,5,5,12,None,Did you see the ?,0.2,0.016,JPG\,dice05a,watch02a,ruler05,lighter01,button01,strawberry,paintbrush01,microscope,plate01b,pen04b,feather03a,stapler03a,None,None,None,None,None,None,dice05a,watch02a,ruler05,lighter01,button01,strawberry,paintbrush01,microscope,plate01b,pen04b,feather03a,stapler03a,carrot01,shirt02,globe,garlic01a,0,139,139,453,,,,,,,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,,,509.5232452999917,510.5234702000016,510.50671849999344,511.1119022999919,511.1119022999919,None,512.1193035999895,None,right,0.7866433000017423,512.1193035999895,None,512.923134800003,None,left,0.07055140000011306,512.923134800003,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,3,9,granola bar,Did you see the granola bar?,0.2,0.016,JPG\,ruler05,belt02a,rice,screwdriver04b,granolabar01,blender,candle08b,pear01,feather03a,None,None,None,None,None,None,None,None,granolabar01,ruler05,belt02a,rice,screwdriver04b,candle01,apple07,candle08b,pear01,feather03a,match,thermometer02b,printer02,lemon02,violin,medal02b,pineapple01a,0,140,140,105,,,,,,,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,,513.0272298999917,514.0397748999967,514.0231174999935,514.5235192999971,514.5235192999971,None,515.6142588999937,None,right,0.6630128000106197,515.6142588999937,None,516.3064160999929,None,left,0.06019999999261927,516.3064160999929,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2A,1,P,A,6,7,5,5,12,monkey,Did you see the monkey?,0.2,0.016,JPG\,lipstick02a,cucumber,candle08b,printer02,grape01,macaque,paintbrush01,lighter01,belt02a,balloon01b,thermometer02b,microscope,None,None,None,None,None,macaque,lipstick02a,cucumber,candle08b,printer02,grape01,violin,paintbrush01,lighter01,belt02a,balloon01b,thermometer02b,microscope,cigarette,book01b,pineapple01a,speaker04,0,141,141,300,,,,,,,,,,,,,,,,,,,,,516.389545500002,517.3898905999959,517.3898905999959,517.9931828999979,517.9931828999979,None,519.0754684999993,None,right,0.7154984999942826,519.0754684999993,None,519.8232351999904,None,left,0.035458500002278015,519.8232351999904,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,3,11,Polar bear,Did you see the Polar bear?,0.2,0.016,JPG\,watermelon01,cigarette,stapler03a,bagel,cauliflower01,feather03a,polarbear,blender,battery02b,key01,baseball01a,None,None,None,None,None,None,polarbear,watermelon01,cigarette,stapler03a,bagel,cauliflower01,feather03a,cherry01,broom01,battery02b,key01,baseball01a,iron01b,garlic01a,computerkeyboard02,ruler05,shirt02,0,142,142,89,,,,,,,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,,519.9014236999938,520.9066378999996,520.8898317999992,521.5171929999924,521.5171929999924,None,522.5504633999954,None,right,0.44381430000066757,522.5504633999954,None,523.0229277999897,None,left,0.04441689999657683,523.0229277999897,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,8,13,7,5,18,bed,Did you see the bed?,0.2,0.016,JPG\,pencil01,broccoli01a,button01,sponge01,watermelon01,lipstick02a,comb02a,bed,lighter01,sock01a,spoon01,blueberry01,blender,onion,grape01,avocado01,0,bed,pencil01,broccoli01a,button01,sponge01,watermelon01,lipstick02a,comb02a,fan,lighter01,sock01a,spoon01,blueberry01,belt02a,onion,grape01,avocado01,0,143,143,171,,,,,,,,,,,,,,,,,,,,,523.1229710999905,524.1228840999975,524.1228840999975,524.7137207999913,524.7137207999913,None,525.8038186999911,None,right,0.7191235000063898,525.8038186999911,None,526.5395572999987,None,left,0.05417110001144465,526.5395572999987,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,5,6,4,3,9,None,Did you see the ?,0.2,0.016,JPG\,leaf02a,pear01,measuringcup01,cigarette,fan,blender,teabag,tableknife02,ring01,None,None,None,None,None,None,None,None,None,leaf02a,pear01,measuringcup01,cigarette,fan,lemon02,teabag,tableknife02,ring01,pencil01,cellphone,bagel,carrot01,binoculars01b,sock01a,book01b,0,144,144,371,,,,,,,,,,,,,,,,,,,,,526.6228857999959,527.6229769999918,527.6229769999918,528.2301885999914,528.2301885999914,None,529.2395073999942,None,right,0.6809794000146212,529.2395073999942,None,529.9397201999964,None,left,0.08285029999387916,529.9397201999964,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2A,1,A,A,6,7,5,5,12,None,Did you see the ?,0.2,0.016,JPG\,chain01,pen04b,bowl02a,watermelon01,broom01,scissors01,measuringcup01,candle01,hammer01,calculator01,ashtray01,feather03a,None,None,None,None,None,None,chain01,pen04b,bowl02a,watermelon01,broom01,scissors01,measuringcup01,candle01,hammer01,calculator01,ashtray01,feather03a,sewingmachine01a,thermometer02b,umbrella04,blueberry01,0,145,145,442,,,,,,,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,,,530.0461862999946,531.0560545999906,531.0393350999948,531.6397816999961,531.6397816999961,None,532.6370346999902,None,right,0.6922443000075873,532.6370346999902,None,533.4015863999957,None,left,0.03238509999937378,533.4015863999957,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2A,5,A,A,5,10,4,5,15,None,Did you see the ?,0.2,0.016,JPG\,pizza,printer02,medal02b,spoon01,grape01,lighter01,belt02a,watermelon01,celery,battery02b,screw02,comb02a,cauliflower01,lipstick02a,potato02b,None,None,None,pizza,printer02,medal02b,spoon01,grape01,lighter01,belt02a,watermelon01,celery,battery02b,screw02,comb02a,cauliflower01,lipstick02a,potato02b,staples,0,146,146,455,,,,,,,,,,,,,,,,,,,,,533.4561143000028,534.4563792999979,534.439701299998,535.0736901999917,535.0736901999917,None,536.1600722000003,None,right,0.23344180001004133,536.1600722000003,None,536.4227813999896,None,left,0.07150309999997262,536.4227813999896,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,5,6,4,5,11,None,Did you see the ?,0.2,0.016,JPG\,candy,earrings01,dice05a,cd,sock01a,blender,button01,potato02b,feather03a,grape01,staples,None,None,None,None,None,None,None,candy,earrings01,dice05a,cd,sock01a,blueberry01,button01,potato02b,feather03a,grape01,staples,scissors01,watch02a,candle08b,book01b,globe,0,147,147,379,,,,,,,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,,,536.5239995000011,537.5393433999998,537.522705299998,538.1310373000015,538.1310373000015,None,539.1393354000029,None,right,0.6582745000050636,539.1393354000029,None,539.8227649000037,None,left,0.06948200000624638,539.8227649000037,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,5,11,Guitar case,Did you see the Guitar case?,0.2,0.016,JPG\,broccoli01a,scissors01,toothbrush03b,condom,guitarcase,blender,hammer01,toiletpaper01a,cd,garlic01a,carrot01,None,None,None,None,None,None,guitarcase,broccoli01a,scissors01,toothbrush03b,condom,iron01b,brick,hammer01,toiletpaper01a,cd,garlic01a,carrot01,banana01,envelope03a,battery02b,balloon01b,broom01,0,148,148,14,,,,,,,,,,,,,,,,,,,,,539.9304849000036,540.9393117,540.9226801999903,541.5399154999905,541.5399154999905,None,542.5528424999939,None,right,0.9092762999935076,542.5528424999939,None,543.4893848999927,None,left,0.06455860000278335,543.4893848999927,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,5,11,Lighthouse,Did you see the Lighthouse?,0.2,0.016,JPG\,broccoli01a,scissors01,toothbrush03b,condom,lighthouse,blender,hammer01,toiletpaper01a,cd,garlic01a,carrot01,None,None,None,None,None,None,lighthouse,broccoli01a,scissors01,toothbrush03b,condom,iron01b,brick,hammer01,toiletpaper01a,cd,garlic01a,carrot01,banana01,envelope03a,battery02b,balloon01b,broom01,0,149,149,109,,,,,,,,,,,,,,,,,,,,,543.5823081999988,544.5893680000008,544.5726846999896,545.1875485999917,545.1875485999917,None,546.190523199999,None,right,0.7786294000106864,546.190523199999,None,546.9894751999964,None,left,0.08064379999996163,546.9894751999964,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,5,6,4,3,9,None,Did you see the ?,0.2,0.016,JPG\,cucumber,sponge01,umbrella04,pear01,ashtray01,blender,clock04,battery02b,fork03c,None,None,None,None,None,None,None,None,None,cucumber,sponge01,umbrella04,pear01,ashtray01,hammer01,clock04,battery02b,fork03c,binoculars01b,mushroom01,broccoli01a,leaf02a,stapler03a,comb02a,screwdriver04b,0,150,150,369,,,,,,,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,,,,,,547.0942453000025,548.1061816000001,548.0895537999895,548.6951910999924,548.6951910999924,None,549.7318471000035,None,right,0.6346100000082515,549.7318471000035,None,550.3891971999983,None,left,0.0470569000026444,550.3891971999983,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2A,5,P,A,5,10,4,3,13,fan,Did you see the fan?,0.2,0.016,JPG\,scissors01,grape01,mushroom01,toiletpaper01a,fanheater,pizza,cigarette,ashtray01,carrot01,pineapple01a,condom,lipstick02a,teabag,None,None,None,None,fanheater,scissors01,grape01,mushroom01,toiletpaper01a,greenolive,pizza,cigarette,ashtray01,carrot01,pineapple01a,condom,lipstick02a,teabag,stapler03a,potato02b,violin,0,151,151,327,,,,,,,,,,,,,,,,,,,,,550.4558267999964,551.455921899993,551.455921899993,552.0632722000009,552.0632722000009,None,553.1779995999968,554.1890942000027,right,0.9960172999999486,553.1779995999968,None,554.2058139000001,None,left,0.08485690000816248,554.2058139000001,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,5,11,squirrel,Did you see the squirrel?,0.2,0.016,JPG\,pencil01,orange,clock01a,sponge01,squirrel,blender,lipstick02a,strawberry,book01b,mushroom01,envelope03a,None,None,None,None,None,None,squirrel,pencil01,orange,clock01a,sponge01,pear01,broccoli01a,lipstick02a,strawberry,book01b,mushroom01,envelope03a,candy,calculator01,staples,lighter01,leaf02a,0,152,152,5,,,,,,,,,,,,,,,,,,,,,554.3277685999929,555.3390609999915,555.3224703000014,555.9128350999963,555.9128350999963,None,556.9224791000015,None,right,0.9125944999977946,556.9224791000015,None,557.8558238999976,None,left,0.06592300000193063,557.8558238999976,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
