TrialType,CondType,Lag,T1_PA,T2_PA,T1Loc,T2Loc,PreDistractor,PostDistractor,TotalImg,cueWord,T1cue,StimLength,isi,PicFolder,Img1,Img2,Img3,Img4,Img5,Img6,Img7,Img8,Img9,Img10,Img11,Img12,Img13,Img14,Img15,Img16,Img17,T1_Identity,Distractor1,Distractor2,Distractor3,Distractor4,Distractor5,Distractor6,Distractor7,Distractor8,Distractor9,Distractor10,Distractor11,Distractor12,Distractor13,Distractor14,Distractor15,Distractor16,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,error1,error2,error3,error4,error5,error6,error7,error8,error9,error10,error11,error12,error13,error14,text_1.started,text_1.stopped,Fixation_Cross.started,Fixation_Cross.stopped,Rapid_Image_Present.started,Rapid_Image_Present.stopped,T1Response.started,T1Response.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,T2Response.started,T2Response.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,error15,error16,error17,error18,error19,error20,error21,error22,error23,error24,participant,session,date,expName,psychopyVersion,frameRate,
AB,Lag1_T1A_T2P,1,A,P,8,9,7,4,13,None,Did you see the ?,0.2,0.016,JPG\,cigarette,ashtray01,envelope03a,sandal,chain01,cucumber,broccoli01a,tomato01,blender,candle01,lemon02,button01,potato02b,None,None,None,None,None,cigarette,ashtray01,envelope03a,sandal,chain01,cucumber,broccoli01a,tomato01,staples,candle01,lemon02,button01,potato02b,bagel,clock01a,binoculars01b,0,212,212,383,,,,,,,,,,,,,,,,,,,,,761.6254985999985,762.6358516000037,762.6192827999912,763.2107154999976,763.2107154999976,None,764.2662711000012,None,left,0.35512480000033975,764.2662711000012,None,764.6526561999926,None,right,0.01073200000973884,764.6526561999926,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2A,5,A,A,5,10,4,5,15,None,Did you see the ?,0.2,0.016,JPG\,pencil01,broccoli01a,button01,sponge01,watermelon01,lipstick02a,comb02a,fan,lighter01,sock01a,spoon01,blueberry01,belt02a,onion,grape01,None,None,None,pencil01,broccoli01a,button01,sponge01,watermelon01,lipstick02a,comb02a,fan,lighter01,sock01a,spoon01,blueberry01,belt02a,onion,grape01,avocado01,0,213,213,456,,,,,,,,,,,,,,,,,,,,,764.7507975999906,765.7525112000003,765.7525112000003,766.3418725999945,766.3418725999945,None,767.4143614999921,None,left,0.46921010001096874,767.4143614999921,None,767.9029233000037,None,right,0.06136310000147205,767.9029233000037,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,5,10,4,3,13,seal,Did you see the seal?,0.2,0.016,JPG\,pear01,clock01a,bagel,match,sealion,globe,tomato01,button01,lemon02,blender,dice05a,potato02b,toothbrush03b,None,None,None,None,sealion,pear01,clock01a,bagel,match,ashtray01,globe,tomato01,button01,lemon02,pen04b,dice05a,potato02b,toothbrush03b,screwdriver04b,feather03a,key01,0,214,214,241,,,,,,,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,resources\JPG\bagel.jpg,,,,,767.9923349000019,769.0025254999928,768.9858401999954,769.587821699999,769.587821699999,None,770.704693599997,None,left,0.3701763000135543,770.704693599997,None,771.1025208999927,None,right,0.028170700010377914,771.1025208999927,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2P,5,A,P,7,12,6,4,16,None,Did you see the ?,0.2,0.016,JPG\,celery,tennisball01b,calculator01,pear01,screw02,orange,button01,cellphone,onion,apple07,iron01b,blender,banana01,paintbrush01,staples,toothbrush03b,None,None,celery,tennisball01b,calculator01,pear01,screw02,orange,button01,cellphone,onion,apple07,iron01b,earrings01,banana01,paintbrush01,staples,toothbrush03b,0,215,215,420,,,,,,,,,,,,,,,,,,,,,771.1561210999935,772.1691615000018,772.1525320999936,772.75938399999,772.75938399999,None,773.8705925999966,None,left,0.3423291000071913,773.8705925999966,None,774.2357876000024,None,right,0.04594350000843406,774.2357876000024,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,6,11,5,5,16,Acorn,Did you see the Acorn?,0.2,0.016,JPG\,eraser,measuringcup01,chain01,bowl02a,ring01,acorn,stapler03a,ruler05,cauliflower01,celery,blender,sunglasses04,greenolive,candy,strawberry,paintbrush01,None,acorn,eraser,measuringcup01,chain01,bowl02a,ring01,rice,stapler03a,ruler05,cauliflower01,celery,microscope,sunglasses04,greenolive,candy,strawberry,paintbrush01,0,216,216,246,,,,,,,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,resources\JPG\bowl02a.jpg,,774.3562106000027,775.369094499998,775.352375699993,775.9552822999976,775.9552822999976,None,776.9624870999978,None,right,0.3741430000081891,776.9624870999978,None,777.3690959999949,None,right,0.14947420000680722,777.3690959999949,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,3,11,cross,Did you see the cross?,0.2,0.016,JPG\,fork03c,toothbrush03b,cellphone,fan,candle08b,clock01a,cross01,blender,sunglasses04,thermometer02b,violin,None,None,None,None,None,None,cross01,fork03c,toothbrush03b,cellphone,fan,candle08b,clock01a,ring01,eraser,sunglasses04,thermometer02b,violin,earrings01,blueberry01,pear01,pencil01,key01,0,217,217,102,,,,,,,,,,,,,,,,,,,,,777.5383552999992,778.5525232999935,778.5358398999961,779.132892499998,779.132892499998,None,780.1902098999999,None,left,0.3250155999994604,780.1902098999999,None,780.5359832999966,None,right,0.03131520000169985,780.5359832999966,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,7,12,6,5,17,Skis,Did you see the Skis?,0.2,0.016,JPG\,cucumber,ring01,lipstick02a,microscope,violin,garlic01a,crosscountryski,lighter01,cherry01,sewingmachine01a,belt02a,blender,binoculars01b,medal02b,watermelon01,dice05a,0,crosscountryski,cucumber,ring01,lipstick02a,microscope,violin,garlic01a,celery,lighter01,cherry01,sewingmachine01a,belt02a,key01,binoculars01b,medal02b,watermelon01,dice05a,0,218,218,233,,,,,,,,,,,,,,,,,,,,,780.5857298999908,781.5859062999953,781.5693208000012,782.1760909000004,782.1760909000004,None,783.2647699999943,None,left,0.24697769999329466,783.2647699999943,None,783.5359903999924,None,right,0.031391600001370534,783.5359903999924,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,8,13,7,5,18,Ping pong Table,Did you see the Ping pong Table?,0.2,0.016,JPG\,shirt02,match,screw02,condom,blueberry01,pineapple01a,sewingmachine01a,pingpongtable,button01,comb02a,dice05a,measuringcup01,blender,printer02,carrot01,watermelon01,0,pingpongtable,shirt02,match,screw02,condom,blueberry01,pineapple01a,sewingmachine01a,watch02a,button01,comb02a,dice05a,measuringcup01,lipstick02a,printer02,carrot01,watermelon01,0,219,219,199,,,,,,,,,,,,,,,,,,,,,783.5954545999994,784.6022548000037,784.5857705999952,785.2081699999981,785.2081699999981,None,786.275355699996,None,left,0.34263990000181366,786.275355699996,None,786.6359364999953,None,right,0.04680559999542311,786.6359364999953,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2A,1,A,A,6,7,5,4,11,None,Did you see the ?,0.2,0.016,JPG\,celery,orange,scissors01,balloon01b,avocado01,printer02,mushroom01,sewingmachine01a,lighter01,dice05a,ashtray01,None,None,None,None,None,None,None,celery,orange,scissors01,balloon01b,avocado01,printer02,mushroom01,sewingmachine01a,lighter01,dice05a,ashtray01,fan,cd,sock01a,sunglasses04,feather03a,0,220,220,451,,,,,,,,,,,,,,,,,,,,,786.7053668000008,787.7189229999931,787.7021983000013,788.3095102999941,788.3095102999941,None,789.3198781999963,None,left,0.5154309000063222,789.3198781999963,None,789.8522438999935,None,right,0.06292039999971166,789.8522438999935,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2P,5,A,P,5,10,4,5,15,None,Did you see the ?,0.2,0.016,JPG\,binoculars01b,speaker04,sandal,envelope03a,plate01b,comb02a,battery02b,chain01,measuringcup01,blender,medal02b,lamp04a,tennisball01b,pizza,cigarette,None,None,None,binoculars01b,speaker04,sandal,envelope03a,plate01b,comb02a,battery02b,chain01,measuringcup01,key01,medal02b,lamp04a,tennisball01b,pizza,cigarette,sunglasses04,0,221,221,403,,,,,,,,,,,,,,,,,,,,,789.9380245999928,790.9521539999987,790.9355295999994,791.5497850999964,791.5497850999964,None,792.6390582000022,None,left,0.3525353000004543,792.6390582000022,None,793.0188552999898,None,right,0.04050070000812411,793.0188552999898,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,8,13,7,4,17,cruise ship,Did you see the cruise ship?,0.2,0.016,JPG\,measuringcup01,dice05a,greenolive,lipstick02a,feather03a,balloon01b,lighter01,cruiseship,carrot01,plate01b,microscope,brick,blender,screw02,speaker04,spoon01,0,cruiseship,measuringcup01,dice05a,greenolive,lipstick02a,feather03a,balloon01b,lighter01,calculator01,carrot01,plate01b,microscope,brick,thermometer02b,screw02,speaker04,spoon01,0,222,222,152,,,,,,,,,,,,,,,,,,,,,793.1500069000031,794.1521153999929,794.1521153999929,794.765203899995,794.765203899995,None,795.7833912999922,None,left,0.2681161000073189,795.7833912999922,None,796.0687455000007,None,right,0.03582109999842942,796.0687455000007,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,5,6,4,3,9,None,Did you see the ?,0.2,0.016,JPG\,pen04b,speaker04,lighter01,cherry01,stapler03a,blender,sock01a,toothbrush03b,broom01,None,None,None,None,None,None,None,None,None,pen04b,speaker04,lighter01,cherry01,stapler03a,onion,sock01a,toothbrush03b,broom01,sewingmachine01a,book01b,iron01b,clock01a,sandal,cd,blueberry01,0,223,223,373,,,,,,,,,,,,,,,,,,,,,796.135460599995,797.1354895999975,797.1354895999975,797.7321101999987,797.7321101999987,None,798.7390619999933,None,left,0.4751148999930592,798.7390619999933,None,799.2353627999983,None,right,0.049746399992727675,799.2353627999983,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,3,11,calendar,Did you see the calendar?,0.2,0.016,JPG\,clock01a,grape01,plate01b,key01,screwdriver04b,feather03a,calendar,blender,toothbrush03b,comb02a,broom01,None,None,None,None,None,None,calendar,clock01a,grape01,plate01b,key01,screwdriver04b,feather03a,pineapple01a,iron01b,toothbrush03b,comb02a,broom01,toaster01,pizza,garlic01a,match,ashtray01,0,224,224,126,,,,,,,,,,,,,,,,,,,,,799.3019892000011,800.3021923999913,800.2856078999903,800.8996386999934,800.8996386999934,None,801.9828983999905,None,left,0.4037643999909051,801.9828983999905,None,802.4187192999962,None,right,0.029894900013459846,802.4187192999962,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,5,6,4,3,9,None,Did you see the ?,0.2,0.016,JPG\,clock01a,cellphone,toaster01,toothbrush03b,cauliflower01,blender,comb02a,paintbrush01,scarf,None,None,None,None,None,None,None,None,None,clock01a,cellphone,toaster01,toothbrush03b,cauliflower01,microscope,comb02a,paintbrush01,scarf,clock04,sponge01,iron01b,watch02a,celery,ring01,ashtray01,0,225,225,366,,,,,,,,,,,,,,,,,,,,,802.4711030999897,803.4854250999924,803.4686737000011,804.0981107999978,804.0981107999978,None,805.105255699993,None,left,0.38883219999843277,805.105255699993,None,805.5187207999988,None,right,0.020210100003168918,805.5187207999988,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2A,5,P,A,8,13,7,5,18,telescope,Did you see the telescope?,0.2,0.016,JPG\,globe,broccoli01a,binoculars01b,iron01b,avocado01,staples,pineapple01a,handheldtelescope,fan,pizza,celery,blueberry01,sewingmachine01a,dice05a,watermelon01,candy,0,handheldtelescope,globe,broccoli01a,binoculars01b,iron01b,avocado01,staples,pineapple01a,sandal,fan,pizza,celery,blueberry01,sewingmachine01a,dice05a,watermelon01,candy,0,226,226,335,,,,,,,,,,,,,,,,,,,,,805.5712803999922,806.5853310999955,806.5687113000022,807.1977347999928,807.1977347999928,None,808.1958258999948,None,left,0.3021781999996165,808.1958258999948,None,808.5187734999927,None,right,0.020914100008667447,808.5187734999927,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2A,1,A,A,8,9,7,5,14,None,Did you see the ?,0.2,0.016,JPG\,pineapple01a,tennisball01b,computerkeyboard02,feather03a,belt02a,stapler03a,violin,blueberry01,medal02b,umbrella04,greenolive,screwdriver04b,potato02b,fork03c,None,None,None,None,pineapple01a,tennisball01b,computerkeyboard02,feather03a,belt02a,stapler03a,violin,blueberry01,medal02b,umbrella04,greenolive,screwdriver04b,potato02b,fork03c,bagel,avocado01,0,227,227,441,,,,,,,,,,,,,,,,,,,,,808.5724199999968,809.585370899993,809.5686712000024,810.1887061000016,810.1887061000016,None,811.3059035999904,None,left,0.4304195000004256,811.3059035999904,None,811.7520678000001,None,right,0.03911139999399893,811.7520678000001,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2P,5,A,P,8,13,7,4,17,None,Did you see the ?,0.2,0.016,JPG\,pizza,watch02a,greenolive,cucumber,match,violin,scissors01,broom01,globe,cherry01,ring01,cigarette,blender,cellphone,speaker04,onion,0,None,pizza,watch02a,greenolive,cucumber,match,violin,scissors01,broom01,globe,cherry01,ring01,cigarette,microscope,cellphone,speaker04,onion,0,228,228,432,,,,,,,,,,,,,,,,,,,,,811.8267771999963,812.8351593999978,812.8185348999978,813.4525056999992,813.4525056999992,None,814.4750201999996,None,left,0.835261400003219,814.4750201999996,None,815.3351374999911,None,right,0.029215400005341507,815.3351374999911,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,3,12,apron,Did you see the apron?,0.2,0.016,JPG\,avocado01,stapler03a,match,cauliflower01,paintbrush01,clock01a,ruler05,apron,blender,cellphone,watch02a,pear01,None,None,None,None,None,apron,avocado01,stapler03a,match,cauliflower01,paintbrush01,clock01a,ruler05,cd,balloon01b,cellphone,watch02a,pear01,toaster01,sponge01,orange,blueberry01,0,229,229,32,,,,,,,,,,,,,,,,,,,,,815.3851078000007,816.3852260999993,816.3686155000032,816.9844925999932,816.9844925999932,None,818.0270418,None,left,0.3886268000060227,818.0270418,None,818.4351308999903,None,right,0.06131910000112839,818.4351308999903,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1A_T2P,5,A,P,6,11,5,4,15,None,Did you see the ?,0.2,0.016,JPG\,comb02a,key01,medal02b,battery02b,lighter01,microscope,watermelon01,sandal,ruler05,cellphone,blender,calculator01,bagel,clock04,cucumber,None,None,None,comb02a,key01,medal02b,battery02b,lighter01,microscope,watermelon01,sandal,ruler05,cellphone,computerkeyboard02,calculator01,bagel,clock04,cucumber,avocado01,0,230,230,415,,,,,,,,,,,,,,,,,,,,,818.5208913999959,819.535126799994,819.5183883999998,820.1261201000016,820.1261201000016,None,821.2122900999966,None,left,0.3624627999961376,821.2122900999966,None,821.601789399996,None,right,0.020747900009155273,821.601789399996,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,4,13,Bird House,Did you see the Bird House?,0.2,0.016,JPG\,toiletpaper01a,mushroom01,medal02b,sandal,rice,cd,feather03a,birdhouse,blender,garlic01a,toaster01,belt02a,cigarette,None,None,None,None,birdhouse,toiletpaper01a,mushroom01,medal02b,sandal,rice,cd,feather03a,pizza,candle08b,garlic01a,toaster01,belt02a,cigarette,violin,lemon02,fork03c,0,231,231,77,,,,,,,,,,,,,,,,,,,,,821.7127285000024,822.7187763999973,822.7016031999956,823.3249306999933,823.3249306999933,None,824.3305073999945,None,left,0.31983319998835213,824.3305073999945,None,824.6687017999939,None,right,0.018347700010053813,824.6687017999939,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,3,12,Wheelchair,Did you see the Wheelchair?,0.2,0.016,JPG\,cigarette,ruler05,banana01,strawberry,clock01a,plate01b,spoon01,wheelchair,blender,pineapple01a,chain01,paintbrush01,None,None,None,None,None,wheelchair,cigarette,ruler05,banana01,strawberry,clock01a,plate01b,spoon01,blueberry01,battery02b,pineapple01a,chain01,paintbrush01,candy,pen04b,teabag,bowl02a,0,232,232,27,,,,,,,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,resources\JPG\ruler05.jpg,,824.7292634999903,825.7350230000011,825.71838939999,826.3119357999967,826.3119357999967,None,827.3904516000039,None,left,0.431426700000884,827.3904516000039,None,827.8518806999928,None,right,0.010001899994676933,827.8518806999928,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,8,9,7,4,13,None,Did you see the ?,0.2,0.016,JPG\,lamp04a,broccoli01a,umbrella04,garlic01a,staples,earrings01,avocado01,ring01,blender,cellphone,medal02b,cd,calculator01,None,None,None,None,None,lamp04a,broccoli01a,umbrella04,garlic01a,staples,earrings01,avocado01,ring01,leaf02a,cellphone,medal02b,cd,calculator01,sunglasses04,strawberry,eraser,0,233,233,377,,,,,,,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\umbrella04.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,827.8917661000014,828.9016228999972,828.8850418999937,829.4885420999926,829.4885420999926,None,830.5016043999931,None,left,0.37667600001441315,830.5016043999931,None,830.9016332000028,None,right,0.038362599996617064,830.9016332000028,None,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\staples.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,8,13,7,5,18,skis,Did you see the skis?,0.2,0.016,JPG\,tennisball01b,paintbrush01,medal02b,apple07,speaker04,iron01b,avocado01,downhillski,belt02a,toiletpaper01a,watermelon01,candle01,blender,bagel,ashtray01,screwdriver04b,0,downhillski,tennisball01b,paintbrush01,medal02b,apple07,speaker04,iron01b,avocado01,greenolive,belt02a,toiletpaper01a,watermelon01,candle01,globe,bagel,ashtray01,screwdriver04b,0,234,234,153,,,,,,,,,,,,,,,,,,,,,830.9683303999918,831.9684831999912,831.951767599996,832.5767529000004,832.5767529000004,None,833.5717903999903,None,left,0.36677910000435077,833.5717903999903,None,833.9681741999957,None,right,0.0322734999936074,833.9681741999957,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,6,11,5,5,16,Car,Did you see the Car?,0.2,0.016,JPG\,leaf02a,apple07,cd,pineapple01a,envelope03a,car,ruler05,stapler03a,rice,feather03a,blender,balloon01b,avocado01,calculator01,watermelon01,teabag,None,car,leaf02a,apple07,cd,pineapple01a,envelope03a,paintbrush01,ruler05,stapler03a,rice,feather03a,lemon02,balloon01b,avocado01,calculator01,watermelon01,teabag,0,235,235,174,,,,,,,,,,,,,,,,,,,,,834.018167599992,835.0182038999919,835.0015832999925,835.6203077999962,835.6203077999962,None,836.6993310999969,None,left,0.3648743000085233,836.6993310999969,None,837.0848600000027,None,right,0.04603810000116937,837.0848600000027,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag5_T1P_T2P,5,P,P,8,13,7,4,17,surf board,Did you see the surf board?,0.2,0.016,JPG\,candy,earrings01,dice05a,cd,sock01a,blueberry01,button01,surfboard,feather03a,grape01,staples,scissors01,blender,candle08b,book01b,globe,0,surfboard,candy,earrings01,dice05a,cd,sock01a,blueberry01,button01,potato02b,feather03a,grape01,staples,scissors01,watch02a,candle08b,book01b,globe,0,236,236,189,,,,,,,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,resources\JPG\earrings01.jpg,,,837.1557820000016,838.1682538000023,838.1516353999905,838.7632325000013,838.7632325000013,None,839.815887299992,None,left,0.3102211000077659,839.815887299992,None,840.151443499999,None,right,0.05435570000554435,840.151443499999,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
AB,Lag1_T1A_T2P,1,A,P,8,9,7,5,14,None,Did you see the ?,0.2,0.016,JPG\,chain01,speaker04,avocado01,watermelon01,scarf,comb02a,lamp04a,fork03c,blender,stapler03a,scissors01,cucumber,teabag,ashtray01,None,None,None,None,chain01,speaker04,avocado01,watermelon01,scarf,comb02a,lamp04a,fork03c,toaster01,stapler03a,scissors01,cucumber,teabag,ashtray01,computerkeyboard02,book01b,0,237,237,380,,,,,,,,,,,,,,,,,,,,,840.2346105000033,841.2347156000033,841.2347156000033,841.8415858999942,841.8415858999942,None,842.8444214999909,None,left,0.5765687000093749,842.8444214999909,None,843.4515460999974,None,right,0.03731470000639092,843.4515460999974,None,,,,,,,,,,,errorPics,001,2022-06-14_17h52.29.952,ABstudy,2022.1.4,59.94129350195492,
