TrialType,CondType,Lag,T1_PA,T2_PA,T1Loc,T2Loc,PreDistractor,PostDistractor,TotalImg,cueWord,T1cue,StimLength,isi,PicFolder,Img1,Img2,Img3,Img4,Img5,Img6,Img7,Img8,Img9,Img10,Img11,Img12,Img13,Img14,Img15,Img16,Img17,T1_Identity,Practice_Trials.thisRepN,Practice_Trials.thisTrialN,Practice_Trials.thisN,Practice_Trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Practice_Ins.started,Practice_Ins.stopped,End_Prac_Ins.keys,End_Prac_Ins.rt,End_Prac_Ins.started,End_Prac_Ins.stopped,text_2.started,text_2.stopped,Fixation_Cross_2.started,Fixation_Cross_2.stopped,Rapid_Image_Present_2.started,Rapid_Image_Present_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,T1Response_2.started,T1Response_2.stopped,T2Response_2.started,T2Response_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,missingImage,text.started,text.stopped,End_Instructions.keys,End_Instructions.rt,End_Instructions.started,End_Instructions.stopped,text_1.started,text_1.stopped,Fixation_Cross.started,Fixation_Cross.stopped,Rapid_Image_Present.started,Rapid_Image_Present.stopped,T1Response.started,T1Response.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,T2Response.started,T2Response.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,4,10,skateboard,Did you see the skateboard?,0.3,0.016,JPG\,binoculars01b,cymbal,pizza,candy,skateboard,blender,grape01,thermometer02b,speaker04,lemon02,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,skateboard,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.72972220001975,208.72977210002136,208.72977210002136,209.3483251000289,209.3483251000289,None,212.43333560001338,None,right,0.41477189998840913,212.43333560001338,None,212.879703100014,None,right,0.15184429998043925,212.879703100014,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,5,11,soccer ball,Did you see the soccer ball?,0.3,0.016,JPG\,globe,belt02a,sponge01,violin,soccerball,blender,clock01a,microscope,balloon01b,scarf,teabag,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,soccerball,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.06549830001313,214.07965970001533,214.0629691000213,214.6849363000074,214.6849363000074,None,218.0865033000009,None,right,0.3782684999750927,218.0865033000009,None,218.49623420002172,None,right,0.13782209999044426,218.49623420002172,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,3,12,Wheelchair,Did you see the Wheelchair?,0.3,0.016,JPG\,cigarette,coffeemaker,banana01,strawberry,clock01a,plate01b,spoon01,wheelchair,blender,pineapple01a,chain01,paintbrush01,blankImage,blankImage,blankImage,blankImage,blankImage,wheelchair,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.66276820001076,219.66291460001958,219.6462808000215,220.26411850002478,220.26411850002478,None,223.91221300000325,None,right,0.36715839998214506,223.91221300000325,None,224.29622290001134,None,right,0.1428097999887541,224.29622290001134,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,3,12,zebra,Did you see the zebra?,0.3,0.016,JPG\,apple07,toiletpaper01a,pizza,dandelion,greenolive,eraser,microscope,zebra,blender,lipstick02a,balloon01b,sandal,blankImage,blankImage,blankImage,blankImage,blankImage,zebra,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.46547110000392,225.47966560002533,225.4629460000142,226.08835550001822,226.08835550001822,None,229.7618189000059,None,right,0.7094323000055738,229.7618189000059,None,230.4960174000007,None,right,0.1497726999805309,230.4960174000007,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,3,10,Pool table,Did you see the Pool table?,0.3,0.016,JPG\,tomato01,pen04b,shirt02,carrot01,lamp04a,pooltable,blender,avocado01,sewingmachine01a,apple07,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,pooltable,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.66271010000492,231.66273330000695,231.66273330000695,232.27968790000887,232.27968790000887,None,235.41208100001677,None,right,0.4235995999770239,235.41208100001677,None,235.8626290000102,None,right,0.1616961999970954,235.8626290000102,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,7,8,6,3,11,swing,Did you see the swing?,0.3,0.016,JPG\,sewingmachine01a,thermometer02b,sponge01,eraser,broccoli01a,fork03c,swing,blender,belt02a,medal02b,pineapple01a,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,swing,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0502863000147,237.06291180002154,237.04616590001388,237.67349300000933,237.67349300000933,None,241.04766080001718,None,right,0.3452578999858815,241.04766080001718,None,241.41269130000728,None,right,0.13757439999608323,241.41269130000728,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,3,10,elephant,Did you see the elephant?,0.3,0.016,JPG\,clock01a,grape01,plate01b,key01,screwdriver04b,africanelephant,blender,iron01b,toothbrush03b,comb02a,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,africanelephant,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.57912490001763,242.5794616000203,242.56272140002693,243.1772053000168,243.1772053000168,None,246.28237369999988,None,right,0.40086940000765026,246.28237369999988,None,246.7123657000193,None,right,0.1387086000177078,246.7123657000193,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,8,9,7,3,12,apron,Did you see the apron?,0.3,0.016,JPG\,avocado01,stapler03a,match,cauliflower01,paintbrush01,clock01a,coffeemaker,apron,blender,cellphone,watch02a,pear01,blankImage,blankImage,blankImage,blankImage,blankImage,apron,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,resources\JPG\apron.jpg,,,,,,,246.87919840001268,247.8791083000251,247.86242940000375,248.53022400001646,248.53022400001646,None,252.13790160001372,None,right,0.3963250999804586,252.13790160001372,None,252.56261160000577,None,right,0.13917780001065694,252.56261160000577,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,5,11,owl,Did you see the owl?,0.3,0.016,JPG\,cellphone,tomato01,comb02a,candy,barnowl,blender,toaster01,fan,feather03a,pen04b,lemon02,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,barnowl,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.7290243000025,253.72936750002555,253.71267570002237,254.3151491000026,254.3151491000026,None,257.7778747000266,None,right,0.5435882000019774,257.7778747000266,None,258.3457769000088,None,right,0.16296099999453872,258.3457769000088,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,5,6,4,5,11,Basketball,Did you see the Basketball?,0.3,0.016,JPG\,pencil01,microscope,banana01,computerkeyboard02,basketball01,blender,scissors01,sock01a,book01b,onion,dice05a,blankImage,blankImage,blankImage,blankImage,blankImage,blankImage,basketball01,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.52882530001807,259.5289083000098,259.5289083000098,260.15276540000923,260.15276540000923,None,263.5177851000044,None,right,0.3384162999864202,263.5177851000044,None,263.8789032000059,None,right,0.15005259998724796,263.8789032000059,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
AB,Lag1_T1P_T2P,1,P,P,6,7,5,5,12,bat,Did you see the bat?,0.3,0.016,JPG\,comb02a,key01,medal02b,battery02b,lighter01,bat,blender,sandal,coffeemaker,cellphone,computerkeyboard02,calculator01,blankImage,blankImage,blankImage,blankImage,blankImage,bat,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.04693050001515,265.06220550002763,265.0454975000175,265.65188080002554,265.65188080002554,None,269.35711460001767,None,right,0.36664990001008846,269.35711460001767,None,269.7454687000136,None,right,0.1387172999966424,269.7454687000136,None,MissingImages,001,2022-06-15_10h12.11.616,ABstudy,2022.1.4,60.08882329990377,
